transaction_id,customer_id,timestamp,channel,campaign_id,product_category,region,returning_customer,prior_orders,product_views,cart_added,dwell_time_seconds,price_comparison_tabs,original_value,discount_percent,discount_amount,treated,conversion,final_value,cost,profit
DEMO_001181,CUST_0506,2025-02-19 04:00:00,Social,RETARGET,Fashion,East,0,1,2,0,213,2,160.78,0.0,0.0,0,0,0.0,103.08,0.0
DEMO_001182,CUST_0772,2025-02-19 05:00:00,Social,WELCOME10,Fashion,East,1,5,4,1,135,2,104.16,0.0,0.0,0,1,104.16,56.45,47.71
DEMO_001183,CUST_0575,2025-02-19 06:00:00,Organic,WELCOME10,Home,East,1,1,9,1,275,1,139.69,0.0,0.0,0,1,139.69,91.49,48.2
DEMO_001184,CUST_0373,2025-02-19 07:00:00,PPC,WELCOME10,Home,West,1,3,9,1,344,0,115.42,0.0,0.0,0,1,115.42,57.52,57.9
DEMO_001185,CUST_0350,2025-02-19 08:00:00,Social,LOYALTY,Electronics,North,0,0,1,0,569,3,224.53,0.0,0.0,0,0,0.0,121.86,0.0
DEMO_001186,CUST_0256,2025-02-19 09:00:00,Direct,FLASH20,Fashion,East,0,0,9,1,93,1,143.21,0.0,0.0,0,1,143.21,68.42,74.79
DEMO_001187,CUST_0118,2025-02-19 10:00:00,Organic,WELCOME10,Fashion,North,1,1,10,1,335,1,134.75,0.0,0.0,0,0,0.0,89.67,0.0
DEMO_001188,CUST_0498,2025-02-19 11:00:00,Social,SUMMER15,Beauty,South,0,1,5,0,212,1,132.57,0.0,0.0,0,0,0.0,69.97,0.0
DEMO_001189,CUST_0471,2025-02-19 12:00:00,PPC,FLASH20,Sports,South,0,0,4,0,172,2,286.51,0.0,0.0,0,0,0.0,145.14,0.0
DEMO_001190,CUST_0006,2025-02-19 13:00:00,Social,LOYALTY,Fashion,East,1,4,4,0,395,1,109.96,0.0,0.0,0,0,0.0,55.09,0.0
DEMO_001191,CUST_0346,2025-02-19 14:00:00,Direct,SUMMER15,Electronics,West,0,1,5,0,134,1,120.75,0.0,0.0,0,1,120.75,67.5,53.25
DEMO_001192,CUST_0231,2025-02-19 15:00:00,Email,RETARGET,Home,North,0,0,6,1,536,1,117.58,0.25,29.4,1,0,0.0,66.54,0.0
DEMO_001193,CUST_0141,2025-02-19 16:00:00,Email,RETARGET,Home,East,0,0,11,0,39,2,46.31,0.1,4.63,1,0,0.0,28.01,0.0
DEMO_001194,CUST_0585,2025-02-19 17:00:00,Organic,LOYALTY,Sports,North,0,1,3,1,206,0,116.96,0.0,0.0,0,0,0.0,74.4,0.0
DEMO_001195,CUST_0438,2025-02-19 18:00:00,Organic,FLASH20,Beauty,North,1,3,13,0,332,1,177.21,0.0,0.0,0,0,0.0,108.38,0.0
DEMO_001196,CUST_0527,2025-02-19 19:00:00,Organic,RETARGET,Fashion,South,0,0,1,1,269,0,141.41,0.15,21.21,1,1,120.2,79.66,40.54
DEMO_001197,CUST_0594,2025-02-19 20:00:00,Email,LOYALTY,Beauty,East,0,0,2,0,123,1,221.4,0.15,33.21,1,0,0.0,126.91,0.0
DEMO_001198,CUST_0817,2025-02-19 21:00:00,PPC,FLASH20,Fashion,North,0,1,3,0,139,2,159.73,0.0,0.0,0,0,0.0,107.71,0.0
DEMO_001199,CUST_0668,2025-02-19 22:00:00,Organic,FLASH20,Fashion,South,0,0,4,0,258,1,140.6,0.0,0.0,0,0,0.0,77.73,0.0
DEMO_001200,CUST_0516,2025-02-19 23:00:00,Organic,RETARGET,Fashion,West,0,0,7,1,163,2,167.33,0.1,16.73,1,1,150.6,87.67,62.93
DEMO_001201,CUST_0732,2025-02-20 00:00:00,Organic,FLASH20,Sports,South,0,1,2,1,479,2,132.18,0.0,0.0,0,1,132.18,79.11,53.07
DEMO_001202,CUST_0397,2025-02-20 01:00:00,Social,WELCOME10,Fashion,West,1,1,4,1,236,0,98.86,0.0,0.0,0,0,0.0,59.78,0.0
DEMO_001203,CUST_0820,2025-02-20 02:00:00,Organic,RETARGET,Fashion,West,0,1,8,0,175,3,105.86,0.15,15.88,1,0,0.0,70.46,0.0
DEMO_001204,CUST_0634,2025-02-20 03:00:00,Social,WELCOME10,Beauty,South,0,0,5,1,291,1,38.38,0.0,0.0,0,0,0.0,20.38,0.0
DEMO_001205,CUST_0542,2025-02-20 04:00:00,Organic,LOYALTY,Electronics,East,0,2,4,1,121,2,229.93,0.05,11.5,1,1,218.43,130.42,88.01
DEMO_001206,CUST_0752,2025-02-20 05:00:00,Organic,LOYALTY,Sports,East,0,1,6,0,220,2,102.59,0.25,25.65,1,0,0.0,60.9,0.0
DEMO_001207,CUST_0429,2025-02-20 06:00:00,Organic,FLASH20,Fashion,South,0,2,3,0,617,0,70.14,0.15,10.52,1,1,59.62,43.0,16.62
DEMO_001208,CUST_0600,2025-02-20 07:00:00,Email,WELCOME10,Sports,South,0,1,6,1,233,2,95.12,0.15,14.27,1,0,0.0,43.68,0.0
DEMO_001209,CUST_0237,2025-02-20 08:00:00,PPC,FLASH20,Fashion,South,0,0,2,0,215,1,247.33,0.05,12.37,1,0,0.0,162.51,0.0
DEMO_001210,CUST_0802,2025-02-20 09:00:00,Organic,RETARGET,Fashion,North,0,0,4,0,306,1,115.85,0.15,17.38,1,0,0.0,56.86,0.0
DEMO_001211,CUST_0519,2025-02-20 10:00:00,Direct,SUMMER15,Fashion,North,1,3,10,1,473,0,125.92,0.0,0.0,0,0,0.0,63.19,0.0
DEMO_001212,CUST_0651,2025-02-20 11:00:00,Social,LOYALTY,Fashion,South,0,0,5,1,268,1,286.8,0.0,0.0,0,0,0.0,174.86,0.0
DEMO_001213,CUST_0383,2025-02-20 12:00:00,Email,RETARGET,Beauty,West,1,3,12,0,170,0,163.36,0.15,24.5,1,0,0.0,80.98,0.0
DEMO_001214,CUST_0722,2025-02-20 13:00:00,Organic,RETARGET,Beauty,North,1,0,5,0,325,0,98.53,0.0,0.0,0,1,98.53,47.37,51.16
DEMO_001215,CUST_0061,2025-02-20 14:00:00,Email,FLASH20,Fashion,North,0,1,5,1,162,0,52.2,0.0,0.0,0,0,0.0,34.89,0.0
DEMO_001216,CUST_0095,2025-02-20 15:00:00,Social,SUMMER15,Fashion,South,0,0,3,0,416,1,149.54,0.0,0.0,0,0,0.0,89.41,0.0
DEMO_001217,CUST_0422,2025-02-20 16:00:00,Social,LOYALTY,Fashion,East,0,0,7,0,351,0,82.67,0.15,12.4,1,1,70.27,55.21,15.06
DEMO_001218,CUST_0610,2025-02-20 17:00:00,Organic,FLASH20,Fashion,North,0,0,3,0,320,3,150.95,0.15,22.64,1,1,128.31,70.12,58.19
DEMO_001219,CUST_0674,2025-02-20 18:00:00,Organic,LOYALTY,Electronics,North,0,0,5,1,297,3,109.76,0.0,0.0,0,0,0.0,50.29,0.0
DEMO_001220,CUST_0366,2025-02-20 19:00:00,PPC,LOYALTY,Home,North,0,2,5,1,332,1,134.82,0.15,20.22,1,1,114.6,69.33,45.27
DEMO_001221,CUST_0541,2025-02-20 20:00:00,PPC,LOYALTY,Home,South,1,2,7,0,282,1,167.86,0.15,25.18,1,0,0.0,77.02,0.0
DEMO_001222,CUST_0460,2025-02-20 21:00:00,Direct,SUMMER15,Beauty,North,0,1,5,0,232,4,51.51,0.1,5.15,1,0,0.0,28.38,0.0
DEMO_001223,CUST_0800,2025-02-20 22:00:00,Social,LOYALTY,Fashion,West,1,2,7,0,135,0,118.86,0.0,0.0,0,0,0.0,79.77,0.0
DEMO_001224,CUST_0544,2025-02-20 23:00:00,Organic,FLASH20,Home,West,1,3,11,1,337,1,111.25,0.1,11.12,1,1,100.13,59.19,40.94
DEMO_001225,CUST_0347,2025-02-21 00:00:00,PPC,RETARGET,Home,South,0,2,9,1,134,0,127.69,0.0,0.0,0,0,0.0,78.97,0.0
DEMO_001226,CUST_0807,2025-02-21 01:00:00,Email,LOYALTY,Electronics,North,1,5,6,1,146,0,140.75,0.0,0.0,0,0,0.0,84.26,0.0
DEMO_001227,CUST_0089,2025-02-21 02:00:00,Email,RETARGET,Sports,North,1,5,8,1,479,1,120.11,0.1,12.01,1,0,0.0,54.94,0.0
DEMO_001228,CUST_0820,2025-02-21 03:00:00,Email,RETARGET,Home,South,0,0,3,0,94,1,83.8,0.0,0.0,0,0,0.0,42.18,0.0
DEMO_001229,CUST_0128,2025-02-21 04:00:00,PPC,RETARGET,Fashion,South,0,1,1,0,375,3,67.48,0.2,13.5,1,0,0.0,40.14,0.0
DEMO_001230,CUST_0240,2025-02-21 05:00:00,Direct,LOYALTY,Home,East,0,1,4,0,92,2,54.9,0.0,0.0,0,1,54.9,25.87,29.03
DEMO_001231,CUST_0684,2025-02-21 06:00:00,Organic,FLASH20,Sports,South,0,2,1,0,177,3,118.37,0.0,0.0,0,0,0.0,65.72,0.0
DEMO_001232,CUST_0611,2025-02-21 07:00:00,Email,WELCOME10,Electronics,South,0,2,4,1,238,3,142.17,0.0,0.0,0,0,0.0,86.13,0.0
DEMO_001233,CUST_0808,2025-02-21 08:00:00,Email,SUMMER15,Beauty,South,0,0,3,0,66,1,96.17,0.1,9.62,1,0,0.0,50.79,0.0
DEMO_001234,CUST_0624,2025-02-21 09:00:00,PPC,FLASH20,Fashion,East,0,1,5,1,317,3,163.01,0.2,32.6,1,1,130.41,85.06,45.35
DEMO_001235,CUST_0530,2025-02-21 10:00:00,Social,LOYALTY,Beauty,East,1,1,7,0,75,0,106.54,0.0,0.0,0,0,0.0,65.67,0.0
DEMO_001236,CUST_0288,2025-02-21 11:00:00,PPC,FLASH20,Sports,North,0,1,1,0,79,4,107.93,0.25,26.98,1,0,0.0,58.97,0.0
DEMO_001237,CUST_0003,2025-02-21 12:00:00,Social,FLASH20,Sports,South,0,0,4,0,73,3,58.72,0.0,0.0,0,0,0.0,33.61,0.0
DEMO_001238,CUST_0103,2025-02-21 13:00:00,Social,WELCOME10,Home,East,0,1,4,0,38,0,91.88,0.0,0.0,0,0,0.0,45.57,0.0
DEMO_001239,CUST_0248,2025-02-21 14:00:00,Email,LOYALTY,Sports,East,1,2,4,1,366,0,169.75,0.0,0.0,0,0,0.0,107.21,0.0
DEMO_001240,CUST_0034,2025-02-21 15:00:00,Organic,FLASH20,Beauty,East,1,3,8,0,138,0,210.38,0.0,0.0,0,1,210.38,123.69,86.69
DEMO_001241,CUST_0423,2025-02-21 16:00:00,Direct,WELCOME10,Home,East,0,0,6,0,161,2,102.96,0.0,0.0,0,0,0.0,69.37,0.0
DEMO_001242,CUST_0647,2025-02-21 17:00:00,PPC,SUMMER15,Fashion,East,1,0,9,1,225,0,165.71,0.0,0.0,0,0,0.0,103.38,0.0
DEMO_001243,CUST_0802,2025-02-21 18:00:00,Email,RETARGET,Electronics,South,0,0,4,0,143,0,211.98,0.15,31.8,1,0,0.0,124.61,0.0
DEMO_001244,CUST_0407,2025-02-21 19:00:00,Direct,WELCOME10,Electronics,East,1,1,5,0,89,0,73.57,0.0,0.0,0,0,0.0,43.5,0.0
DEMO_001245,CUST_0728,2025-02-21 20:00:00,Direct,FLASH20,Fashion,South,1,4,8,1,183,0,129.39,0.0,0.0,0,1,129.39,68.14,61.25
DEMO_001246,CUST_0820,2025-02-21 21:00:00,Organic,FLASH20,Home,South,0,0,6,0,175,2,122.2,0.0,0.0,0,0,0.0,67.51,0.0
DEMO_001247,CUST_0716,2025-02-21 22:00:00,Organic,WELCOME10,Beauty,North,1,1,7,0,85,1,181.95,0.0,0.0,0,0,0.0,110.05,0.0
DEMO_001248,CUST_0387,2025-02-21 23:00:00,Email,WELCOME10,Home,South,1,3,6,0,136,0,77.03,0.1,7.7,1,0,0.0,43.79,0.0
DEMO_001249,CUST_0270,2025-02-22 00:00:00,Social,RETARGET,Sports,North,1,2,3,1,392,1,129.29,0.0,0.0,0,1,129.29,86.56,42.73
DEMO_001250,CUST_0814,2025-02-22 01:00:00,Organic,FLASH20,Beauty,North,1,5,5,0,132,0,99.86,0.15,14.98,1,1,84.88,57.65,27.23
DEMO_001251,CUST_0201,2025-02-22 02:00:00,Email,SUMMER15,Sports,South,1,3,7,1,292,0,135.81,0.0,0.0,0,1,135.81,61.51,74.3
DEMO_001252,CUST_0342,2025-02-22 03:00:00,Social,WELCOME10,Home,East,0,0,5,1,57,3,194.34,0.2,38.87,1,0,0.0,93.1,0.0
DEMO_001253,CUST_0061,2025-02-22 04:00:00,Direct,FLASH20,Electronics,West,1,5,10,1,313,0,218.06,0.15,32.71,1,1,185.35,100.44,84.91
DEMO_001254,CUST_0661,2025-02-22 05:00:00,Social,LOYALTY,Home,North,1,7,6,0,54,1,195.11,0.15,29.27,1,0,0.0,128.33,0.0
DEMO_001255,CUST_0541,2025-02-22 06:00:00,PPC,LOYALTY,Home,West,0,1,1,0,267,2,71.84,0.15,10.78,1,1,61.06,37.54,23.52
DEMO_001256,CUST_0070,2025-02-22 07:00:00,Email,WELCOME10,Home,South,0,1,1,0,318,4,90.67,0.2,18.13,1,0,0.0,58.24,0.0
DEMO_001257,CUST_0184,2025-02-22 08:00:00,Direct,LOYALTY,Beauty,East,0,2,2,0,248,1,176.42,0.1,17.64,1,0,0.0,97.47,0.0
DEMO_001258,CUST_0462,2025-02-22 09:00:00,Direct,RETARGET,Beauty,East,0,0,3,0,151,1,147.26,0.15,22.09,1,1,125.17,97.44,27.73
DEMO_001259,CUST_0450,2025-02-22 10:00:00,Organic,SUMMER15,Home,West,0,0,3,0,72,0,99.66,0.0,0.0,0,1,99.66,55.9,43.76
DEMO_001260,CUST_0668,2025-02-22 11:00:00,Organic,WELCOME10,Electronics,North,0,1,5,0,255,2,74.26,0.0,0.0,0,0,0.0,48.11,0.0
DEMO_001261,CUST_0221,2025-02-22 12:00:00,Organic,RETARGET,Electronics,West,1,0,7,1,187,0,25.0,0.0,0.0,0,0,0.0,15.11,0.0
DEMO_001262,CUST_0770,2025-02-22 13:00:00,PPC,FLASH20,Fashion,North,0,0,7,1,215,4,54.74,0.25,13.68,1,1,41.06,27.98,13.08
DEMO_001263,CUST_0370,2025-02-22 14:00:00,Email,LOYALTY,Home,West,0,0,5,0,109,3,97.76,0.05,4.89,1,1,92.87,56.96,35.91
DEMO_001264,CUST_0685,2025-02-22 15:00:00,Email,SUMMER15,Beauty,East,1,7,6,0,176,0,98.43,0.15,14.76,1,1,83.67,50.36,33.31
DEMO_001265,CUST_0198,2025-02-22 16:00:00,Email,SUMMER15,Sports,South,0,1,4,1,220,1,134.96,0.0,0.0,0,0,0.0,66.94,0.0
DEMO_001266,CUST_0030,2025-02-22 17:00:00,Social,SUMMER15,Fashion,South,0,0,4,0,93,1,147.04,0.15,22.06,1,0,0.0,76.96,0.0
DEMO_001267,CUST_0045,2025-02-22 18:00:00,Email,SUMMER15,Beauty,North,1,2,5,1,286,0,310.0,0.2,62.0,1,1,248.0,160.65,87.35
DEMO_001268,CUST_0310,2025-02-22 19:00:00,Email,FLASH20,Beauty,West,1,2,5,0,428,0,79.33,0.0,0.0,0,0,0.0,44.76,0.0
DEMO_001269,CUST_0793,2025-02-22 20:00:00,Organic,WELCOME10,Sports,East,1,3,12,1,382,2,46.62,0.05,2.33,1,0,0.0,27.81,0.0
DEMO_001270,CUST_0040,2025-02-22 21:00:00,Email,RETARGET,Beauty,West,0,2,3,0,449,0,73.85,0.15,11.08,1,1,62.77,49.66,13.11
DEMO_001271,CUST_0307,2025-02-22 22:00:00,Email,FLASH20,Fashion,East,0,1,4,0,132,0,238.54,0.0,0.0,0,0,0.0,133.08,0.0
DEMO_001272,CUST_0091,2025-02-22 23:00:00,Organic,RETARGET,Home,West,1,2,11,1,151,1,112.82,0.0,0.0,0,1,112.82,70.52,42.3
DEMO_001273,CUST_0775,2025-02-23 00:00:00,PPC,FLASH20,Fashion,West,1,3,7,1,98,1,176.9,0.0,0.0,0,0,0.0,99.58,0.0
DEMO_001274,CUST_0562,2025-02-23 01:00:00,Organic,SUMMER15,Electronics,South,1,5,11,1,205,0,87.07,0.0,0.0,0,1,87.07,47.87,39.2
DEMO_001275,CUST_0635,2025-02-23 02:00:00,Direct,FLASH20,Beauty,East,1,1,9,0,168,0,89.51,0.0,0.0,0,1,89.51,48.77,40.74
DEMO_001276,CUST_0594,2025-02-23 03:00:00,Email,WELCOME10,Home,South,0,2,2,0,191,2,51.86,0.15,7.78,1,0,0.0,33.78,0.0
DEMO_001277,CUST_0547,2025-02-23 04:00:00,Direct,RETARGET,Fashion,West,0,0,6,0,90,1,96.66,0.15,14.5,1,0,0.0,46.75,0.0
DEMO_001278,CUST_0644,2025-02-23 05:00:00,Direct,LOYALTY,Beauty,East,1,3,9,0,212,1,112.72,0.05,5.64,1,0,0.0,58.25,0.0
DEMO_001279,CUST_0006,2025-02-23 06:00:00,Social,WELCOME10,Beauty,South,1,6,11,1,233,0,165.74,0.15,24.86,1,1,140.88,102.06,38.82
DEMO_001280,CUST_0720,2025-02-23 07:00:00,Organic,FLASH20,Fashion,East,0,0,4,0,214,0,144.38,0.05,7.22,1,0,0.0,74.79,0.0
DEMO_001281,CUST_0616,2025-02-23 08:00:00,Organic,FLASH20,Beauty,South,1,1,5,0,242,0,274.29,0.0,0.0,0,1,274.29,123.57,150.72
DEMO_001282,CUST_0615,2025-02-23 09:00:00,Organic,SUMMER15,Electronics,East,0,0,3,0,109,0,104.67,0.2,20.93,1,0,0.0,52.32,0.0
DEMO_001283,CUST_0327,2025-02-23 10:00:00,Social,WELCOME10,Beauty,South,1,2,11,1,247,0,125.1,0.0,0.0,0,0,0.0,57.14,0.0
DEMO_001284,CUST_0667,2025-02-23 11:00:00,Email,LOYALTY,Home,South,0,0,7,0,327,4,111.38,0.1,11.14,1,0,0.0,57.61,0.0
DEMO_001285,CUST_0318,2025-02-23 12:00:00,Direct,SUMMER15,Home,West,1,2,6,1,282,1,82.04,0.1,8.2,1,0,0.0,43.08,0.0
DEMO_001286,CUST_0040,2025-02-23 13:00:00,Organic,FLASH20,Home,North,0,1,8,1,236,2,134.88,0.25,33.72,1,0,0.0,90.27,0.0
DEMO_001287,CUST_0756,2025-02-23 14:00:00,Social,SUMMER15,Beauty,West,1,0,7,0,119,1,99.08,0.2,19.82,1,0,0.0,63.0,0.0
DEMO_001288,CUST_0195,2025-02-23 15:00:00,PPC,LOYALTY,Electronics,North,1,4,6,1,208,0,237.09,0.0,0.0,0,0,0.0,113.36,0.0
DEMO_001289,CUST_0084,2025-02-23 16:00:00,Email,WELCOME10,Electronics,North,0,0,1,0,69,3,78.63,0.0,0.0,0,0,0.0,37.61,0.0
DEMO_001290,CUST_0518,2025-02-23 17:00:00,Organic,SUMMER15,Home,North,1,2,4,0,290,0,96.26,0.2,19.25,1,0,0.0,65.39,0.0
DEMO_001291,CUST_0194,2025-02-23 18:00:00,Organic,FLASH20,Sports,North,1,5,3,0,120,1,64.09,0.0,0.0,0,0,0.0,38.74,0.0
DEMO_001292,CUST_0714,2025-02-23 19:00:00,PPC,FLASH20,Electronics,North,1,2,6,0,99,0,130.62,0.0,0.0,0,1,130.62,77.57,53.05
DEMO_001293,CUST_0369,2025-02-23 20:00:00,PPC,LOYALTY,Home,West,0,0,10,0,77,2,61.72,0.15,9.26,1,0,0.0,36.13,0.0
DEMO_001294,CUST_0003,2025-02-23 21:00:00,PPC,WELCOME10,Fashion,West,1,1,5,1,164,0,111.76,0.0,0.0,0,1,111.76,54.14,57.62
DEMO_001295,CUST_0792,2025-02-23 22:00:00,Organic,FLASH20,Sports,East,1,1,7,0,135,0,66.29,0.1,6.63,1,1,59.66,33.86,25.8
DEMO_001296,CUST_0428,2025-02-23 23:00:00,PPC,LOYALTY,Beauty,North,1,4,9,1,414,1,72.05,0.0,0.0,0,0,0.0,39.59,0.0
DEMO_001297,CUST_0219,2025-02-24 00:00:00,Direct,SUMMER15,Sports,West,0,0,3,0,118,2,79.5,0.1,7.95,1,0,0.0,43.94,0.0
DEMO_001298,CUST_0564,2025-02-24 01:00:00,Email,WELCOME10,Fashion,East,1,3,8,1,461,0,155.75,0.0,0.0,0,1,155.75,104.86,50.89
DEMO_001299,CUST_0441,2025-02-24 02:00:00,PPC,RETARGET,Electronics,East,0,1,4,0,366,0,107.5,0.1,10.75,1,0,0.0,49.46,0.0
DEMO_001300,CUST_0024,2025-02-24 03:00:00,PPC,LOYALTY,Beauty,West,0,0,4,0,358,6,106.14,0.1,10.61,1,1,95.53,48.12,47.41
DEMO_001301,CUST_0632,2025-02-24 04:00:00,Organic,LOYALTY,Sports,South,0,0,7,0,258,5,144.47,0.15,21.67,1,1,122.8,95.41,27.39
DEMO_001302,CUST_0334,2025-02-24 05:00:00,Organic,LOYALTY,Sports,South,0,1,3,0,58,2,83.34,0.0,0.0,0,0,0.0,54.32,0.0
DEMO_001303,CUST_0582,2025-02-24 06:00:00,Organic,LOYALTY,Beauty,West,0,1,6,0,336,1,46.31,0.1,4.63,1,1,41.68,23.92,17.76
DEMO_001304,CUST_0746,2025-02-24 07:00:00,Direct,LOYALTY,Fashion,East,0,1,3,0,63,2,68.41,0.25,17.1,1,1,51.31,35.84,15.47
DEMO_001305,CUST_0508,2025-02-24 08:00:00,PPC,FLASH20,Home,East,1,3,6,0,92,1,98.63,0.15,14.79,1,0,0.0,57.81,0.0
DEMO_001306,CUST_0559,2025-02-24 09:00:00,Social,WELCOME10,Fashion,East,1,2,10,0,135,3,109.72,0.1,10.97,1,0,0.0,54.47,0.0
DEMO_001307,CUST_0212,2025-02-24 10:00:00,Email,FLASH20,Beauty,West,0,3,6,0,121,2,144.23,0.0,0.0,0,0,0.0,93.95,0.0
DEMO_001308,CUST_0197,2025-02-24 11:00:00,PPC,SUMMER15,Electronics,South,1,2,5,0,299,0,105.07,0.0,0.0,0,0,0.0,53.8,0.0
DEMO_001309,CUST_0345,2025-02-24 12:00:00,Organic,LOYALTY,Electronics,North,1,4,7,1,328,0,177.26,0.0,0.0,0,0,0.0,82.21,0.0
DEMO_001310,CUST_0710,2025-02-24 13:00:00,Email,FLASH20,Electronics,South,1,2,9,1,221,1,131.98,0.0,0.0,0,0,0.0,75.56,0.0
DEMO_001311,CUST_0436,2025-02-24 14:00:00,Organic,RETARGET,Sports,East,1,1,5,0,255,1,59.52,0.2,11.9,1,0,0.0,36.82,0.0
DEMO_001312,CUST_0289,2025-02-24 15:00:00,Social,FLASH20,Electronics,West,1,0,7,0,201,0,35.65,0.0,0.0,0,1,35.65,23.88,11.77
DEMO_001313,CUST_0649,2025-02-24 16:00:00,Social,FLASH20,Home,South,1,3,4,0,182,0,71.28,0.0,0.0,0,0,0.0,42.32,0.0
DEMO_001314,CUST_0710,2025-02-24 17:00:00,Organic,RETARGET,Sports,East,1,4,6,0,145,0,119.35,0.0,0.0,0,0,0.0,56.5,0.0
DEMO_001315,CUST_0751,2025-02-24 18:00:00,Organic,FLASH20,Home,West,1,2,10,1,160,0,132.55,0.0,0.0,0,1,132.55,79.84,52.71
DEMO_001316,CUST_0249,2025-02-24 19:00:00,PPC,SUMMER15,Home,West,0,0,4,0,24,2,106.97,0.0,0.0,0,1,106.97,50.41,56.56
DEMO_001317,CUST_0591,2025-02-24 20:00:00,Email,SUMMER15,Beauty,West,1,2,4,1,344,2,118.4,0.0,0.0,0,0,0.0,58.57,0.0
DEMO_001318,CUST_0491,2025-02-24 21:00:00,Email,RETARGET,Beauty,West,1,3,4,1,166,1,203.21,0.2,40.64,1,1,162.57,105.31,57.26
DEMO_001319,CUST_0373,2025-02-24 22:00:00,Organic,LOYALTY,Home,East,1,0,12,1,173,0,112.88,0.0,0.0,0,1,112.88,52.24,60.64
DEMO_001320,CUST_0330,2025-02-24 23:00:00,Direct,WELCOME10,Home,South,1,1,4,0,111,0,131.29,0.0,0.0,0,0,0.0,70.13,0.0
DEMO_001321,CUST_0095,2025-02-25 00:00:00,Email,FLASH20,Home,South,0,1,1,0,215,2,230.08,0.05,11.5,1,0,0.0,144.13,0.0
DEMO_001322,CUST_0228,2025-02-25 01:00:00,Organic,SUMMER15,Fashion,East,0,0,8,1,295,1,49.65,0.15,7.45,1,1,42.2,22.96,19.24
DEMO_001323,CUST_0457,2025-02-25 02:00:00,Social,LOYALTY,Fashion,North,1,5,7,1,177,0,242.1,0.0,0.0,0,0,0.0,136.56,0.0
DEMO_001324,CUST_0738,2025-02-25 03:00:00,Social,WELCOME10,Beauty,East,1,6,11,0,186,0,35.46,0.0,0.0,0,0,0.0,17.8,0.0
DEMO_001325,CUST_0721,2025-02-25 04:00:00,Organic,LOYALTY,Electronics,East,1,6,6,1,182,1,77.35,0.0,0.0,0,1,77.35,44.88,32.47
DEMO_001326,CUST_0156,2025-02-25 05:00:00,Organic,LOYALTY,Fashion,East,1,2,8,1,345,1,87.22,0.0,0.0,0,1,87.22,49.13,38.09
DEMO_001327,CUST_0565,2025-02-25 06:00:00,Social,SUMMER15,Beauty,South,1,0,12,1,276,0,53.79,0.1,5.38,1,1,48.41,26.26,22.15
DEMO_001328,CUST_0070,2025-02-25 07:00:00,Direct,WELCOME10,Beauty,East,1,2,4,0,40,2,104.15,0.0,0.0,0,0,0.0,67.29,0.0
DEMO_001329,CUST_0562,2025-02-25 08:00:00,Email,LOYALTY,Beauty,North,0,0,1,0,240,2,109.61,0.15,16.44,1,1,93.17,61.94,31.23
DEMO_001330,CUST_0284,2025-02-25 09:00:00,Direct,SUMMER15,Electronics,East,1,2,4,0,194,1,156.49,0.0,0.0,0,0,0.0,105.9,0.0
DEMO_001331,CUST_0374,2025-02-25 10:00:00,Email,RETARGET,Sports,West,0,0,3,0,104,3,154.24,0.2,30.85,1,1,123.39,104.34,19.05
DEMO_001332,CUST_0597,2025-02-25 11:00:00,Social,LOYALTY,Home,West,1,4,9,1,145,0,121.28,0.0,0.0,0,0,0.0,61.58,0.0
DEMO_001333,CUST_0353,2025-02-25 12:00:00,Email,RETARGET,Sports,West,0,0,8,0,276,1,185.54,0.0,0.0,0,0,0.0,121.18,0.0
DEMO_001334,CUST_0672,2025-02-25 13:00:00,Email,FLASH20,Electronics,South,1,3,6,0,286,0,149.94,0.0,0.0,0,0,0.0,92.29,0.0
DEMO_001335,CUST_0444,2025-02-25 14:00:00,Email,RETARGET,Fashion,North,0,0,3,0,200,0,96.91,0.05,4.85,1,1,92.06,53.24,38.82
DEMO_001336,CUST_0831,2025-02-25 15:00:00,PPC,WELCOME10,Sports,East,0,0,5,0,128,2,118.34,0.1,11.83,1,0,0.0,75.44,0.0
DEMO_001337,CUST_0531,2025-02-25 16:00:00,PPC,SUMMER15,Electronics,North,1,1,4,0,106,0,84.26,0.05,4.21,1,0,0.0,46.06,0.0
DEMO_001338,CUST_0246,2025-02-25 17:00:00,Email,WELCOME10,Home,South,1,1,7,1,159,0,64.62,0.0,0.0,0,1,64.62,36.4,28.22
DEMO_001339,CUST_0645,2025-02-25 18:00:00,PPC,LOYALTY,Home,East,0,1,8,1,197,0,135.99,0.2,27.2,1,1,108.79,72.82,35.97
DEMO_001340,CUST_0339,2025-02-25 19:00:00,PPC,FLASH20,Sports,East,1,2,8,1,373,1,57.14,0.0,0.0,0,0,0.0,36.8,0.0
DEMO_001341,CUST_0444,2025-02-25 20:00:00,Social,SUMMER15,Sports,East,0,0,5,0,53,3,103.09,0.2,20.62,1,1,82.47,67.89,14.58
DEMO_001342,CUST_0113,2025-02-25 21:00:00,Direct,SUMMER15,Home,West,0,0,3,0,183,5,39.88,0.2,7.98,1,0,0.0,19.33,0.0
DEMO_001343,CUST_0099,2025-02-25 22:00:00,Organic,LOYALTY,Fashion,North,0,0,3,0,148,2,115.81,0.2,23.16,1,1,92.65,67.83,24.82
DEMO_001344,CUST_0478,2025-02-25 23:00:00,Email,WELCOME10,Sports,West,1,3,9,0,229,1,80.87,0.2,16.17,1,0,0.0,38.57,0.0
